Transaction Date,Month,Buyer First Name,Buyer Last Name,Full Name,Buyer Location,Buyer Date of Birth,Age,Age Category,Payment Method,Quantity Purchased,Product Code,Biscuit Brand,Cost,Unit Price,Revenue,Total Cost of Goods,Profit,Product Price Category,Sales Representative,Gender
2024-04-24,Apr,Thomas,Prince,Thomas Prince,San Antonio,1981-05-14,44,31-50,Credit Card,222,Pro09,Shortbread,10,45,9990,2220,7770,High Price,Travis Doyle,Male
2024-05-02,May,Jason,Miranda,Jason Miranda,Chicago,1988-09-27,36,31-50,Cash,64,Pro06,Lemon Crisps,7,9,576,448,128,Low Price,Tracy Lee,Male
2024-01-18,Jan,Jeffery,Harmon,Jeffery Harmon,San Jose,1958-07-01,67,50-70,Debit Card,302,Pro08,Peanut Butter Bites,5,7,2114,1510,604,Low Price,Sara Robertson,Male
2024-02-13,Feb,Justin,Odom,Justin Odom,Dallas,1995-01-19,30,11-30,Mobile Payment,159,Pro02,Caramel Biscuits,18,22,3498,2862,636,High Price,Travis Doyle,Male
2024-03-26,Mar,Anne,Reed,Anne Reed,Chicago,1948-07-19,77,70above,Cash,292,Pro05,Ginger Snaps,14,28,8176,4088,4088,High Price,Joseph Hill,Male
2024-02-10,Feb,Jon,Hunter,Jon Hunter,Houston,1970-10-24,54,50-70,Credit Card,230,Pro07,Oatmeal Cookies,19,23,5290,4370,920,High Price,Tracy Lee,Male
2024-07-08,Jul,Mario,Sheppard,Mario Sheppard,Los Angeles,1970-02-15,55,50-70,Cash,137,Pro04,Cinnamon Swirls,10,14,1918,1370,548,High Price,Sara Robertson,Male
2024-04-17,Apr,Kimberly,Thompson,Kimberly Thompson,Houston,1968-04-10,57,50-70,Cash,470,Pro02,Caramel Biscuits,18,22,10340,8460,1880,High Price,Travis Doyle,Male
2024-01-16,Jan,Jennifer,Mcdaniel,Jennifer Mcdaniel,Chicago,1966-11-22,58,50-70,Debit Card,230,Pro06,Lemon Crisps,7,9,2070,1610,460,Low Price,Joseph Hill,Female
2024-03-31,Mar,Jaclyn,Sanchez,Jaclyn Sanchez,New York,1954-09-11,70,50-70,Credit Card,310,Pro05,Ginger Snaps,14,28,8680,4340,4340,High Price,Joseph Hill,Male
2024-01-21,Jan,Raymond,Andrews,Raymond Andrews,San Antonio,1996-01-06,29,11-30,Cash,451,Pro08,Peanut Butter Bites,5,7,3157,2255,902,Low Price,April Watkins,Male
2024-01-29,Jan,Damon,Perez,Damon Perez,Phoenix,1944-06-23,81,70above,Cash,273,Pro10,Vanilla Wafers,18,36,9828,4914,4914,High Price,Travis Doyle,Male
2024-07-26,Jul,Nicholas,Boyer,Nicholas Boyer,Philadelphia,1989-06-23,36,31-50,Debit Card,84,Pro05,Ginger Snaps,14,28,2352,1176,1176,High Price,Tracy Lee,Male
2024-04-11,Apr,Joseph,Mahoney,Joseph Mahoney,San Antonio,1966-05-15,59,50-70,Mobile Payment,147,Pro03,Choco Delight,3,5,735,441,294,Low Price,Sara Robertson,Male
2024-02-26,Feb,Julian,Grant,Julian Grant,San Jose,1997-12-10,27,11-30,Credit Card,219,Pro02,Caramel Biscuits,18,22,4818,3942,876,High Price,Travis Doyle,Male
2024-06-23,Jun,Frank,Davis,Frank Davis,Philadelphia,1980-05-01,45,31-50,Mobile Payment,312,Pro09,Shortbread,10,45,14040,3120,10920,High Price,Joseph Hill,Male
2024-03-03,Mar,Brent,Conner,Brent Conner,San Antonio,1966-08-24,59,50-70,Mobile Payment,318,Pro09,Shortbread,10,45,14310,3180,11130,High Price,Tracy Lee,Male
2024-01-08,Jan,Lauren,Thomas,Lauren Thomas,Dallas,2004-05-21,21,11-30,Debit Card,368,Pro03,Choco Delight,3,5,1840,1104,736,Low Price,Sara Robertson,Male
2024-03-09,Mar,Clinton,Walsh,Clinton Walsh,San Antonio,1966-09-01,59,50-70,Debit Card,14,Pro02,Caramel Biscuits,18,22,308,252,56,High Price,Travis Doyle,Male
2024-05-08,May,Allison,Brown,Allison Brown,San Jose,1963-10-19,61,50-70,Cash,179,Pro06,Lemon Crisps,7,9,1611,1253,358,Low Price,Joseph Hill,Male
2024-05-12,May,Brian,Gregory,Brian Gregory,Houston,1981-03-10,44,31-50,Cash,191,Pro09,Shortbread,10,45,8595,1910,6685,High Price,Joseph Hill,Male
2024-07-19,Jul,Michael,Wagner,Michael Wagner,Los Angeles,1963-07-13,62,50-70,Debit Card,458,Pro06,Lemon Crisps,7,9,4122,3206,916,Low Price,April Watkins,Male
2024-03-03,Mar,Janice,Vargas,Janice Vargas,Dallas,1995-06-12,30,11-30,Mobile Payment,402,Pro04,Cinnamon Swirls,10,14,5628,4020,1608,High Price,Travis Doyle,Male
2024-01-22,Jan,Carolyn,Garcia,Carolyn Garcia,Philadelphia,1986-06-03,39,31-50,Debit Card,486,Pro03,Choco Delight,3,5,2430,1458,972,Low Price,Tracy Lee,Male
2024-02-20,Feb,Robert,Fuller,Robert Fuller,Phoenix,1967-05-18,58,50-70,Cash,185,Pro06,Lemon Crisps,7,9,1665,1295,370,Low Price,Sara Robertson,Male
2024-07-07,Jul,Samantha,Johnson,Samantha Johnson,San Jose,1993-07-21,32,31-50,Cash,64,Pro07,Oatmeal Cookies,19,23,1472,1216,256,High Price,Travis Doyle,Male
2024-02-03,Feb,Michelle,Davis,Michelle Davis,Houston,1988-07-26,37,31-50,Debit Card,111,Pro10,Vanilla Wafers,18,36,3996,1998,1998,High Price,Joseph Hill,Male
2024-04-05,Apr,Lori,Sharp,Lori Sharp,Dallas,1947-09-25,77,70above,Mobile Payment,72,Pro06,Lemon Crisps,7,9,648,504,144,Low Price,Tracy Lee,Male
2024-06-13,Jun,Karen,Jones,Karen Jones,New York,1991-01-22,34,31-50,Credit Card,473,Pro05,Ginger Snaps,14,28,13244,6622,6622,High Price,Sara Robertson,Male
2024-07-03,Jul,Jason,Stewart,Jason Stewart,Los Angeles,1953-02-21,72,70above,Debit Card,466,Pro07,Oatmeal Cookies,19,23,10718,8854,1864,High Price,Travis Doyle,Male
2024-05-08,May,Joshua,Carlson,Joshua Carlson,Chicago,1963-04-03,62,50-70,Credit Card,289,Pro05,Ginger Snaps,14,28,8092,4046,4046,High Price,Joseph Hill,Male
2024-05-31,May,David,Clark,David Clark,San Antonio,1966-05-09,59,50-70,Debit Card,229,Pro06,Lemon Crisps,7,9,2061,1603,458,Low Price,Joseph Hill,Male
2024-04-19,Apr,Carmen,Guerrero,Carmen Guerrero,Houston,2000-11-29,24,11-30,Cash,232,Pro03,Choco Delight,3,5,1160,696,464,Low Price,April Watkins,Male
2024-01-02,Jan,Leah,Holland,Leah Holland,San Jose,1992-03-16,33,31-50,Cash,12,Pro03,Choco Delight,3,5,60,36,24,Low Price,Travis Doyle,Male
2024-06-16,Jun,Gerald,Clark,Gerald Clark,Phoenix,1969-04-25,56,50-70,Mobile Payment,185,Pro06,Lemon Crisps,7,9,1665,1295,370,Low Price,Tracy Lee,Male
2024-02-04,Feb,Laura,Reed,Laura Reed,Phoenix,2002-03-11,23,11-30,Credit Card,190,Pro05,Ginger Snaps,14,28,5320,2660,2660,High Price,Sara Robertson,Male
2024-07-18,Jul,Desiree,Boyle,Desiree Boyle,San Diego,1968-05-02,57,50-70,Mobile Payment,405,Pro07,Oatmeal Cookies,19,23,9315,7695,1620,High Price,Travis Doyle,Male
2024-06-03,Jun,John,Frazier,John Frazier,Houston,1990-12-31,34,31-50,Debit Card,442,Pro02,Caramel Biscuits,18,22,9724,7956,1768,High Price,Joseph Hill,Male
2024-07-01,Jul,Steven,Alvarez,Steven Alvarez,Houston,1944-02-03,81,70above,Cash,460,Pro09,Shortbread,10,45,20700,4600,16100,High Price,Tracy Lee,Male
2024-05-31,May,Aaron,Castro,Aaron Castro,New York,2001-07-23,24,11-30,Credit Card,355,Pro07,Oatmeal Cookies,19,23,8165,6745,1420,High Price,Sara Robertson,Male
2024-04-19,Apr,Regina,Bailey,Regina Bailey,Chicago,1956-02-12,69,50-70,Mobile Payment,371,Pro08,Peanut Butter Bites,5,7,2597,1855,742,Low Price,Travis Doyle,Male
2024-07-21,Jul,Robert,Lawrence,Robert Lawrence,San Antonio,1969-06-28,56,50-70,Credit Card,142,Pro10,Vanilla Wafers,18,36,5112,2556,2556,High Price,Joseph Hill,Male
2024-07-14,Jul,Catherine,Anderson,Catherine Anderson,Houston,1973-05-11,52,50-70,Credit Card,63,Pro03,Choco Delight,3,5,315,189,126,Low Price,Joseph Hill,Male
2024-03-22,Mar,Virginia,Miranda,Virginia Miranda,New York,1962-01-22,63,50-70,Mobile Payment,122,Pro04,Cinnamon Swirls,10,14,1708,1220,488,High Price,April Watkins,Male
2024-02-21,Feb,Gregory,Fisher,Gregory Fisher,Chicago,1966-09-27,58,50-70,Debit Card,73,Pro08,Peanut Butter Bites,5,7,511,365,146,Low Price,Travis Doyle,Male
2024-06-06,Jun,Thomas,Walker,Thomas Walker,Los Angeles,1976-12-25,48,31-50,Debit Card,62,Pro10,Vanilla Wafers,18,36,2232,1116,1116,High Price,Tracy Lee,Male
2024-03-15,Mar,Angela,Mercer,Angela Mercer,San Jose,1964-12-17,60,50-70,Credit Card,26,Pro09,Shortbread,10,45,1170,260,910,High Price,Sara Robertson,Male
2024-07-30,Jul,David,Davis,David Davis,Houston,1949-12-27,75,70above,Mobile Payment,37,Pro01,Butter Crunch,10,11,407,370,37,High Price,Travis Doyle,Male
2024-03-11,Mar,Patrick,Martinez,Patrick Martinez,New York,1945-04-21,80,70above,Cash,237,Pro07,Oatmeal Cookies,19,23,5451,4503,948,High Price,Joseph Hill,Male
2024-07-21,Jul,Heather,Miller,Heather Miller,Houston,1965-10-16,59,50-70,Credit Card,330,Pro05,Ginger Snaps,14,28,9240,4620,4620,High Price,Tracy Lee,Male
2024-03-24,Mar,Johnny,Chambers,Johnny Chambers,San Diego,1962-04-12,63,50-70,Debit Card,331,Pro05,Ginger Snaps,14,28,9268,4634,4634,High Price,Sara Robertson,Male
2024-02-02,Feb,Timothy,Baldwin,Timothy Baldwin,Los Angeles,1959-01-26,66,50-70,Debit Card,283,Pro03,Choco Delight,3,5,1415,849,566,Low Price,Travis Doyle,Male
2024-06-14,Jun,Brian,Wood,Brian Wood,Philadelphia,1972-06-25,53,50-70,Cash,24,Pro04,Cinnamon Swirls,10,14,336,240,96,High Price,Joseph Hill,Male
2024-05-19,May,Danielle,West,Danielle West,Phoenix,1993-08-29,32,31-50,Cash,82,Pro07,Oatmeal Cookies,19,23,1886,1558,328,High Price,Joseph Hill,Male
2024-05-02,May,James,Castaneda,James Castaneda,Philadelphia,1992-06-25,33,31-50,Mobile Payment,496,Pro08,Peanut Butter Bites,5,7,3472,2480,992,Low Price,April Watkins,Male
2024-05-18,May,Lori,Todd,Lori Todd,Los Angeles,1962-04-15,63,50-70,Credit Card,147,Pro07,Oatmeal Cookies,19,23,3381,2793,588,High Price,Travis Doyle,Male
2024-03-08,Mar,Lisa,Houston,Lisa Houston,San Antonio,1956-05-24,69,50-70,Credit Card,307,Pro10,Vanilla Wafers,18,36,11052,5526,5526,High Price,Tracy Lee,Male
2024-06-23,Jun,Erica,Wells,Erica Wells,Philadelphia,1987-01-22,38,31-50,Credit Card,253,Pro04,Cinnamon Swirls,10,14,3542,2530,1012,High Price,Sara Robertson,Male
2024-02-22,Feb,Amanda,Andersen,Amanda Andersen,Philadelphia,2006-01-02,19,11-30,Credit Card,461,Pro06,Lemon Crisps,7,9,4149,3227,922,Low Price,Travis Doyle,Male
2024-06-25,Jun,Angela,Fisher,Angela Fisher,San Diego,2002-01-06,23,11-30,Cash,187,Pro03,Choco Delight,3,5,935,561,374,Low Price,Joseph Hill,Male
2024-01-06,Jan,Emily,Young,Emily Young,San Diego,2000-03-23,25,11-30,Debit Card,117,Pro06,Lemon Crisps,7,9,1053,819,234,Low Price,Tracy Lee,Male
2024-05-01,May,Nathan,Ramos,Nathan Ramos,San Antonio,1958-11-21,66,50-70,Cash,500,Pro04,Cinnamon Swirls,10,14,7000,5000,2000,High Price,Sara Robertson,Male
2024-02-03,Feb,Elizabeth,Price,Elizabeth Price,Dallas,1995-08-13,30,11-30,Debit Card,173,Pro09,Shortbread,10,45,7785,1730,6055,High Price,Travis Doyle,Female
2024-04-25,Apr,Sheri,Ward,Sheri Ward,San Jose,1962-02-07,63,50-70,Cash,404,Pro03,Choco Delight,3,5,2020,1212,808,Low Price,Joseph Hill,Male
2024-07-11,Jul,James,Lewis,James Lewis,Dallas,1980-06-09,45,31-50,Mobile Payment,162,Pro07,Oatmeal Cookies,19,23,3726,3078,648,High Price,Joseph Hill,Male
2024-03-21,Mar,Sue,Mccarthy,Sue Mccarthy,San Jose,1988-08-23,37,31-50,Cash,393,Pro01,Butter Crunch,10,11,4323,3930,393,High Price,April Watkins,Male
2024-01-26,Jan,Rodney,Miller,Rodney Miller,San Antonio,1953-07-31,72,70above,Mobile Payment,451,Pro04,Cinnamon Swirls,10,14,6314,4510,1804,High Price,Travis Doyle,Male
2024-06-10,Jun,Meghan,Huang,Meghan Huang,Dallas,1986-11-27,38,31-50,Mobile Payment,151,Pro08,Peanut Butter Bites,5,7,1057,755,302,Low Price,Tracy Lee,Male
2024-04-22,Apr,Kathryn,West,Kathryn West,Dallas,1964-02-07,61,50-70,Credit Card,147,Pro05,Ginger Snaps,14,28,4116,2058,2058,High Price,Sara Robertson,Male
2024-01-25,Jan,Kimberly,Huffman,Kimberly Huffman,New York,1982-01-10,43,31-50,Debit Card,146,Pro03,Choco Delight,3,5,730,438,292,Low Price,Travis Doyle,Male
2024-06-07,Jun,Michelle,Johnson,Michelle Johnson,New York,1962-09-06,63,50-70,Debit Card,88,Pro02,Caramel Biscuits,18,22,1936,1584,352,High Price,Joseph Hill,Male
2024-01-22,Jan,Rebecca,Foster,Rebecca Foster,Philadelphia,2002-06-21,23,11-30,Cash,380,Pro02,Caramel Biscuits,18,22,8360,6840,1520,High Price,Tracy Lee,Male
2024-01-30,Jan,Robin,Brown,Robin Brown,Los Angeles,2005-08-31,20,11-30,Credit Card,118,Pro03,Choco Delight,3,5,590,354,236,Low Price,Sara Robertson,Male
2024-04-13,Apr,Christina,Robinson,Christina Robinson,Houston,1970-05-05,55,50-70,Mobile Payment,153,Pro04,Cinnamon Swirls,10,14,2142,1530,612,High Price,Travis Doyle,Male
2024-03-21,Mar,James,Calderon,James Calderon,San Antonio,1981-01-01,44,31-50,Cash,265,Pro03,Choco Delight,3,5,1325,795,530,Low Price,Joseph Hill,Male
2024-03-04,Mar,Adam,Webb,Adam Webb,San Diego,1949-12-02,75,70above,Cash,315,Pro09,Shortbread,10,45,14175,3150,11025,High Price,Joseph Hill,Male
2024-04-18,Apr,Tammy,Gomez,Tammy Gomez,New York,1960-08-29,65,50-70,Credit Card,279,Pro02,Caramel Biscuits,18,22,6138,5022,1116,High Price,April Watkins,Male
2024-01-18,Jan,Robin,Rice,Robin Rice,San Diego,1944-07-20,81,70above,Debit Card,52,Pro04,Cinnamon Swirls,10,14,728,520,208,High Price,Travis Doyle,Male
2024-02-16,Feb,Nicole,Long,Nicole Long,San Jose,1997-03-12,28,11-30,Credit Card,165,Pro10,Vanilla Wafers,18,36,5940,2970,2970,High Price,Tracy Lee,Male
2024-04-24,Apr,Renee,Brewer,Renee Brewer,San Diego,1970-09-15,54,50-70,Cash,428,Pro05,Ginger Snaps,14,28,11984,5992,5992,High Price,Sara Robertson,Male
2024-03-15,Mar,Stephanie,Howard,Stephanie Howard,San Antonio,1944-07-30,81,70above,Credit Card,152,Pro09,Shortbread,10,45,6840,1520,5320,High Price,Travis Doyle,Male
2024-05-31,May,Christopher,Smith,Christopher Smith,Dallas,1957-09-16,67,50-70,Mobile Payment,177,Pro02,Caramel Biscuits,18,22,3894,3186,708,High Price,Joseph Hill,Male
2024-06-20,Jun,Kimberly,Smith,Kimberly Smith,Phoenix,1956-11-09,68,50-70,Credit Card,405,Pro07,Oatmeal Cookies,19,23,9315,7695,1620,High Price,Tracy Lee,Male
2024-04-04,Apr,Denise,Williams,Denise Williams,New York,1994-02-22,31,31-50,Debit Card,235,Pro09,Shortbread,10,45,10575,2350,8225,High Price,Sara Robertson,Male
2024-02-01,Feb,Timothy,Bell,Timothy Bell,San Diego,1954-03-01,71,70above,Mobile Payment,412,Pro05,Ginger Snaps,14,28,11536,5768,5768,High Price,Travis Doyle,Male
2024-02-09,Feb,Shelby,Baker,Shelby Baker,Philadelphia,2002-02-08,23,11-30,Mobile Payment,309,Pro08,Peanut Butter Bites,5,7,2163,1545,618,Low Price,Joseph Hill,Male
2024-05-03,May,Tamara,Woods,Tamara Woods,Dallas,1966-08-25,59,50-70,Mobile Payment,306,Pro10,Vanilla Wafers,18,36,11016,5508,5508,High Price,Joseph Hill,Male
2024-04-08,Apr,Alan,Garza,Alan Garza,San Jose,1950-10-04,74,70above,Mobile Payment,481,Pro08,Peanut Butter Bites,5,7,3367,2405,962,Low Price,April Watkins,Male
2024-06-08,Jun,Rebecca,Smith,Rebecca Smith,New York,1970-06-14,55,50-70,Mobile Payment,38,Pro04,Cinnamon Swirls,10,14,532,380,152,High Price,Travis Doyle,Male
2024-05-30,May,Erica,Davis,Erica Davis,San Antonio,1978-03-22,47,31-50,Debit Card,83,Pro10,Vanilla Wafers,18,36,2988,1494,1494,High Price,Tracy Lee,Male
2024-01-07,Jan,David,Walker,David Walker,New York,1953-05-17,72,70above,Debit Card,104,Pro06,Lemon Crisps,7,9,936,728,208,Low Price,Sara Robertson,Male
2024-02-27,Feb,Dennis,Simpson,Dennis Simpson,Phoenix,1994-08-22,31,31-50,Credit Card,91,Pro01,Butter Crunch,10,11,1001,910,91,High Price,Travis Doyle,Male
2024-02-09,Feb,Henry,Santiago,Henry Santiago,Philadelphia,2003-06-22,22,11-30,Mobile Payment,154,Pro09,Shortbread,10,45,6930,1540,5390,High Price,Joseph Hill,Male
2024-07-09,Jul,Christopher,Kramer,Christopher Kramer,Los Angeles,1995-08-24,30,11-30,Credit Card,130,Pro07,Oatmeal Cookies,19,23,2990,2470,520,High Price,Tracy Lee,Male
2024-06-02,Jun,Meghan,Sims,Meghan Sims,Houston,1950-01-09,75,70above,Mobile Payment,58,Pro09,Shortbread,10,45,2610,580,2030,High Price,Sara Robertson,Male
2024-05-24,May,Jodi,Newman,Jodi Newman,Houston,1979-12-18,45,31-50,Mobile Payment,424,Pro07,Oatmeal Cookies,19,23,9752,8056,1696,High Price,Travis Doyle,Male
2024-02-28,Feb,Christopher,Strickland,Christopher Strickland,San Jose,1978-11-09,46,31-50,Debit Card,54,Pro08,Peanut Butter Bites,5,7,378,270,108,Low Price,Joseph Hill,Male
2024-01-01,Jan,Laura,Duran,Laura Duran,San Jose,1953-04-06,72,70above,Cash,463,Pro10,Vanilla Wafers,18,36,16668,8334,8334,High Price,Joseph Hill,Male
2024-05-01,May,Krista,Armstrong,Krista Armstrong,New York,1963-05-15,62,50-70,Mobile Payment,498,Pro02,Caramel Biscuits,18,22,10956,8964,1992,High Price,April Watkins,Male
2024-03-10,Mar,Cody,Miller,Cody Miller,Phoenix,1955-04-08,70,50-70,Debit Card,269,Pro10,Vanilla Wafers,18,36,9684,4842,4842,High Price,Travis Doyle,Male
2024-04-21,Apr,Christina,Davenport,Christina Davenport,San Jose,1975-06-22,50,31-50,Cash,185,Pro06,Lemon Crisps,7,9,1665,1295,370,Low Price,Tracy Lee,Male
2024-07-28,Jul,Julian,Ray,Julian Ray,New York,1960-04-06,65,50-70,Cash,389,Pro06,Lemon Crisps,7,9,3501,2723,778,Low Price,Sara Robertson,Male
2024-05-18,May,Steven,Watson,Steven Watson,San Antonio,1956-02-24,69,50-70,Debit Card,74,Pro08,Peanut Butter Bites,5,7,518,370,148,Low Price,Travis Doyle,Male
2024-02-17,Feb,Richard,Murray,Richard Murray,San Antonio,1999-09-02,26,11-30,Debit Card,152,Pro09,Shortbread,10,45,6840,1520,5320,High Price,Joseph Hill,Male
2024-03-29,Mar,Kristen,Fields,Kristen Fields,San Antonio,1992-10-17,32,31-50,Credit Card,394,Pro01,Butter Crunch,10,11,4334,3940,394,High Price,Tracy Lee,Male
2024-03-08,Mar,Rachel,Calderon,Rachel Calderon,Phoenix,1948-06-04,77,70above,Cash,191,Pro03,Choco Delight,3,5,955,573,382,Low Price,Sara Robertson,Male
2024-05-10,May,Kevin,Meyer,Kevin Meyer,Dallas,1987-01-06,38,31-50,Debit Card,395,Pro06,Lemon Crisps,7,9,3555,2765,790,Low Price,Travis Doyle,Male
2024-01-20,Jan,Lisa,King,Lisa King,Houston,1982-10-24,42,31-50,Credit Card,181,Pro10,Vanilla Wafers,18,36,6516,3258,3258,High Price,Joseph Hill,Male
2024-03-11,Mar,Kelly,Hill,Kelly Hill,Phoenix,1962-12-15,62,50-70,Credit Card,495,Pro09,Shortbread,10,45,22275,4950,17325,High Price,Joseph Hill,Male
2024-03-19,Mar,Vincent,Rojas,Vincent Rojas,Los Angeles,1992-07-31,33,31-50,Credit Card,165,Pro01,Butter Crunch,10,11,1815,1650,165,High Price,April Watkins,Male
2024-02-16,Feb,Elizabeth,Morton,Elizabeth Morton,Chicago,1964-02-18,61,50-70,Cash,16,Pro10,Vanilla Wafers,18,36,576,288,288,High Price,Travis Doyle,Female
2024-01-26,Jan,Glenda,Knight,Glenda Knight,New York,1987-03-17,38,31-50,Debit Card,174,Pro01,Butter Crunch,10,11,1914,1740,174,High Price,Tracy Lee,Male
2024-06-15,Jun,Malik,Powell,Malik Powell,Phoenix,1987-06-01,38,31-50,Debit Card,137,Pro10,Vanilla Wafers,18,36,4932,2466,2466,High Price,Sara Robertson,Male
2024-07-14,Jul,Denise,Lopez,Denise Lopez,San Diego,1997-07-21,28,11-30,Cash,279,Pro01,Butter Crunch,10,11,3069,2790,279,High Price,Travis Doyle,Male
2024-04-06,Apr,Hayley,Martin,Hayley Martin,Phoenix,1986-01-18,39,31-50,Cash,14,Pro08,Peanut Butter Bites,5,7,98,70,28,Low Price,Joseph Hill,Male
2024-02-06,Feb,Randy,Johnson,Randy Johnson,San Diego,1997-10-18,27,11-30,Credit Card,424,Pro01,Butter Crunch,10,11,4664,4240,424,High Price,Tracy Lee,Male
2024-07-16,Jul,Kayla,Parker,Kayla Parker,Chicago,1962-02-06,63,50-70,Cash,394,Pro06,Lemon Crisps,7,9,3546,2758,788,Low Price,Sara Robertson,Male
2024-07-14,Jul,Joseph,Williams,Joseph Williams,San Jose,1950-07-18,75,70above,Credit Card,225,Pro07,Oatmeal Cookies,19,23,5175,4275,900,High Price,Travis Doyle,Male
2024-05-20,May,Joseph,Smith,Joseph Smith,Chicago,1974-11-18,50,31-50,Cash,251,Pro03,Choco Delight,3,5,1255,753,502,Low Price,Joseph Hill,Male
2024-01-31,Jan,Cindy,Cross,Cindy Cross,San Antonio,1964-02-05,61,50-70,Mobile Payment,201,Pro05,Ginger Snaps,14,28,5628,2814,2814,High Price,Joseph Hill,Male
2024-05-22,May,Leslie,Jimenez,Leslie Jimenez,San Antonio,1993-09-03,32,31-50,Cash,236,Pro07,Oatmeal Cookies,19,23,5428,4484,944,High Price,April Watkins,Male
2024-05-03,May,Lisa,Williams,Lisa Williams,Houston,1990-01-14,35,31-50,Cash,114,Pro01,Butter Crunch,10,11,1254,1140,114,High Price,Travis Doyle,Male
2024-05-05,May,Valerie,Martinez,Valerie Martinez,Los Angeles,1951-12-29,73,70above,Debit Card,114,Pro05,Ginger Snaps,14,28,3192,1596,1596,High Price,Tracy Lee,Male
2024-03-13,Mar,Carlos,Howell,Carlos Howell,San Jose,1996-06-04,29,11-30,Cash,447,Pro01,Butter Crunch,10,11,4917,4470,447,High Price,Sara Robertson,Male
2024-01-25,Jan,Lauren,Summers,Lauren Summers,Phoenix,1958-02-09,67,50-70,Debit Card,40,Pro05,Ginger Snaps,14,28,1120,560,560,High Price,Travis Doyle,Male
2024-02-15,Feb,Thomas,Rhodes,Thomas Rhodes,New York,1986-11-27,38,31-50,Credit Card,369,Pro07,Oatmeal Cookies,19,23,8487,7011,1476,High Price,Joseph Hill,Male
2024-01-23,Jan,Denise,Norman,Denise Norman,San Diego,1987-04-04,38,31-50,Debit Card,188,Pro05,Ginger Snaps,14,28,5264,2632,2632,High Price,Tracy Lee,Male
2024-03-19,Mar,Rebecca,Levy,Rebecca Levy,Houston,1949-12-13,75,70above,Mobile Payment,289,Pro01,Butter Crunch,10,11,3179,2890,289,High Price,Sara Robertson,Male
2024-07-30,Jul,Nicholas,Lopez,Nicholas Lopez,Phoenix,1986-08-10,39,31-50,Mobile Payment,74,Pro06,Lemon Crisps,7,9,666,518,148,Low Price,Travis Doyle,Male
2024-04-27,Apr,Kenneth,Perkins,Kenneth Perkins,New York,1994-07-27,31,31-50,Mobile Payment,157,Pro02,Caramel Biscuits,18,22,3454,2826,628,High Price,Joseph Hill,Male
2024-05-14,May,Jason,Yu,Jason Yu,San Antonio,1957-03-10,68,50-70,Debit Card,64,Pro08,Peanut Butter Bites,5,7,448,320,128,Low Price,Joseph Hill,Male
2024-03-14,Mar,Brenda,Boyle,Brenda Boyle,New York,1991-02-16,34,31-50,Mobile Payment,224,Pro01,Butter Crunch,10,11,2464,2240,224,High Price,April Watkins,Female
2024-04-14,Apr,Amanda,Walker,Amanda Walker,New York,1977-11-24,47,31-50,Debit Card,123,Pro02,Caramel Biscuits,18,22,2706,2214,492,High Price,Travis Doyle,Male
2024-07-06,Jul,John,Zavala,John Zavala,San Diego,1983-04-30,42,31-50,Cash,141,Pro04,Cinnamon Swirls,10,14,1974,1410,564,High Price,Tracy Lee,Male
2024-04-24,Apr,Joshua,Serrano,Joshua Serrano,Dallas,2003-05-01,22,11-30,Credit Card,82,Pro04,Cinnamon Swirls,10,14,1148,820,328,High Price,Sara Robertson,Male
2024-04-23,Apr,Vincent,Avila,Vincent Avila,New York,1954-08-31,71,70above,Debit Card,208,Pro06,Lemon Crisps,7,9,1872,1456,416,Low Price,Travis Doyle,Male
2024-07-18,Jul,Heidi,Gonzalez,Heidi Gonzalez,San Jose,1963-09-10,61,50-70,Cash,170,Pro08,Peanut Butter Bites,5,7,1190,850,340,Low Price,Joseph Hill,Male
2024-07-30,Jul,Kelly,Bennett,Kelly Bennett,New York,1962-09-30,62,50-70,Mobile Payment,18,Pro08,Peanut Butter Bites,5,7,126,90,36,Low Price,Tracy Lee,Male
2024-05-05,May,David,Roberts,David Roberts,San Diego,1950-06-20,75,70above,Credit Card,175,Pro10,Vanilla Wafers,18,36,6300,3150,3150,High Price,Sara Robertson,Male
2024-02-16,Feb,William,Stone,William Stone,Phoenix,1994-09-30,30,11-30,Credit Card,169,Pro04,Cinnamon Swirls,10,14,2366,1690,676,High Price,Travis Doyle,Male
2024-01-24,Jan,Megan,Shea,Megan Shea,New York,1982-10-27,42,31-50,Mobile Payment,38,Pro01,Butter Crunch,10,11,418,380,38,High Price,Joseph Hill,Male
2024-02-07,Feb,Shane,Cordova,Shane Cordova,Los Angeles,1974-03-23,51,50-70,Mobile Payment,73,Pro10,Vanilla Wafers,18,36,2628,1314,1314,High Price,Joseph Hill,Male
2024-04-17,Apr,Michelle,Russell,Michelle Russell,Chicago,2005-11-26,19,11-30,Credit Card,467,Pro03,Choco Delight,3,5,2335,1401,934,Low Price,April Watkins,Male
2024-04-26,Apr,Brenda,Richards,Brenda Richards,Los Angeles,1969-06-18,56,50-70,Mobile Payment,218,Pro06,Lemon Crisps,7,9,1962,1526,436,Low Price,Travis Doyle,Female
2024-05-27,May,Todd,Glass,Todd Glass,San Diego,1986-05-18,39,31-50,Mobile Payment,391,Pro05,Ginger Snaps,14,28,10948,5474,5474,High Price,Tracy Lee,Male
